grade,lessonId,cardId,subject,lessonTitle,text,profile,expectedObjectKey,expectedR2Url
1,464,2095,english,Letters M-R,Từ bắt đầu bằng.... M → Mom N → Nose O → Orange P → Pen ️ Q → Queen R → Rabbit,en-v1,audio/tts/assets/en-v1/lesson-card-2095.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2095.mp3
1,464,2096,english,Letters M-R,"Mẹo nhớ. Viết chữ M-R lên giấy, mỗi chữ vẽ 1 hình minh họa!",en-v1,audio/tts/assets/en-v1/lesson-card-2096.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2096.mp3
1,465,2097,english,Letters S-Z,Hoàn thành ABC!. 8 chữ cuối cùng - hoàn thành bảng chữ cái!,en-v1,audio/tts/assets/en-v1/lesson-card-2097.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2097.mp3
1,465,2098,english,Letters S-Z,Chữ S đến Z. S bằng s (ét-xờ) T bằng t (ti) U bằng u (iu) V bằng v (vi) W bằng w (đớp-bơ-liu) X bằng x (ét-xờ) Y bằng y (oai) Z bằng z (zét),en-v1,audio/tts/assets/en-v1/lesson-card-2098.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2098.mp3
1,465,2099,english,Letters S-Z,Từ bắt đầu bằng.... S → Sun ️ T → Tree U → Umbrella ️ V → Van W → Water X → Xylophone Y → Yellow Z → Zoo,en-v1,audio/tts/assets/en-v1/lesson-card-2099.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2099.mp3
1,465,2100,english,Letters S-Z,Mẹo nhớ. Hát bài ABC trọn vẹn: A B C D E F G... Z!,en-v1,audio/tts/assets/en-v1/lesson-card-2100.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2100.mp3
1,466,2101,english,Numbers 1-5,Counting 1 trừ 5! ️. Đếm bằng tiếng Anh nào!,en-v1,audio/tts/assets/en-v1/lesson-card-2101.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2101.mp3
1,466,2102,english,Numbers 1-5,Số 1 đến 5. 1 bằng One ️ 2 bằng Two ️ 3 bằng Three 4 bằng Four 5 bằng Five ️,en-v1,audio/tts/assets/en-v1/lesson-card-2102.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2102.mp3
1,466,2103,english,Numbers 1-5,Đếm đồ vật. → One apple → Two apples → Three apples,en-v1,audio/tts/assets/en-v1/lesson-card-2103.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2103.mp3
1,466,2104,english,Numbers 1-5,"Mẹo nhớ. Đếm ngón tay: One, two, three, four, five! ️",en-v1,audio/tts/assets/en-v1/lesson-card-2104.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2104.mp3
1,467,2105,english,Numbers 6-10,Counting 6 trừ 10!. Học tiếp 5 số còn lại!,en-v1,audio/tts/assets/en-v1/lesson-card-2105.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2105.mp3
1,467,2106,english,Numbers 6-10,Số 6 đến 10. 6 bằng Six 7 bằng Seven 8 bằng Eight 9 bằng Nine 10 bằng Ten,en-v1,audio/tts/assets/en-v1/lesson-card-2106.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2106.mp3
1,467,2107,english,Numbers 6-10,How many?. How many cats? → Six cats! How many stars? → Ten stars!,en-v1,audio/tts/assets/en-v1/lesson-card-2107.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2107.mp3
1,467,2108,english,Numbers 6-10,"Mẹo nhớ. Đếm bậc cầu thang: six, seven, eight, nine, ten!",en-v1,audio/tts/assets/en-v1/lesson-card-2108.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2108.mp3
1,468,2109,english,Colors: Red Blue Yellow,Rainbow Colors!. 3 màu cơ bản đầu tiên!,en-v1,audio/tts/assets/en-v1/lesson-card-2109.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2109.mp3
1,468,2110,english,Colors: Red Blue Yellow,3 màu cơ bản. Red bằng đỏ Blue bằng xanh dương Yellow bằng vàng,en-v1,audio/tts/assets/en-v1/lesson-card-2110.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2110.mp3
1,468,2111,english,Colors: Red Blue Yellow,What color is it?. The apple is red. The sky is blue. ️ The banana is yellow.,en-v1,audio/tts/assets/en-v1/lesson-card-2111.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2111.mp3
1,468,2112,english,Colors: Red Blue Yellow,"Mẹo nhớ. Chỉ vào đồ vật quanh nhà: ""It is red chia blue chia yellow!""",en-v1,audio/tts/assets/en-v1/lesson-card-2112.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2112.mp3
1,469,2113,english,Colors: Green Orange Pink,More Colors!. 3 màu sắc tiếp theo!,en-v1,audio/tts/assets/en-v1/lesson-card-2113.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2113.mp3
1,469,2114,english,Colors: Green Orange Pink,3 màu nữa. Green bằng xanh lá Orange bằng cam Pink bằng hồng,en-v1,audio/tts/assets/en-v1/lesson-card-2114.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2114.mp3
1,469,2115,english,Colors: Green Orange Pink,Màu sắc quanh ta. The tree is green. The orange is orange. The flower is pink.,en-v1,audio/tts/assets/en-v1/lesson-card-2115.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2115.mp3
1,469,2116,english,Colors: Green Orange Pink,Mẹo nhớ. Tô màu bức tranh và nói tên từng màu bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2116.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2116.mp3
1,470,2117,english,My Family: Dad & Mom,My Family! ‍ ‍. Học cách gọi bố mẹ bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2117.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2117.mp3
1,470,2118,english,My Family: Dad & Mom,Bố và Mẹ. Dad chia Father bằng Bố Mom chia Mother bằng Mẹ I love my dad. ️ I love my mom. ️,en-v1,audio/tts/assets/en-v1/lesson-card-2118.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2118.mp3
1,470,2119,english,My Family: Dad & Mom,Giới thiệu. This is my dad. He is kind. This is my mom. She is beautiful.,en-v1,audio/tts/assets/en-v1/lesson-card-2119.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2119.mp3
1,470,2120,english,My Family: Dad & Mom,"Mẹo nhớ. Nói ""I love you, Dad! I love you, Mom!"" mỗi ngày! ️",en-v1,audio/tts/assets/en-v1/lesson-card-2120.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2120.mp3
1,471,2121,english,My Family: Brother & Sister,Brother & Sister!. Anh chị em bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2121.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2121.mp3
1,471,2122,english,My Family: Brother & Sister,Anh chị em. Brother bằng Anh trai chia Em trai Sister bằng Chị gái chia Em gái Baby bằng Em bé,en-v1,audio/tts/assets/en-v1/lesson-card-2122.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2122.mp3
1,471,2123,english,My Family: Brother & Sister,This is my.... This is my brother. He is funny. This is my sister. She is smart.,en-v1,audio/tts/assets/en-v1/lesson-card-2123.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2123.mp3
1,471,2124,english,My Family: Brother & Sister,"Mẹo nhớ. Chỉ vào ảnh gia đình và nói: ""This is my brother chia sister!""",en-v1,audio/tts/assets/en-v1/lesson-card-2124.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2124.mp3
1,472,2125,english,I Love My Family ❤️,Family Love! ️. Nói về tình cảm gia đình!,en-v1,audio/tts/assets/en-v1/lesson-card-2125.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2125.mp3
1,472,2126,english,I Love My Family ❤️,Câu yêu thương. I love my family. My family is happy. We play together.,en-v1,audio/tts/assets/en-v1/lesson-card-2126.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2126.mp3
1,472,2127,english,I Love My Family ❤️,"Bài viết ngắn. My family is small. I have a dad, a mom, and a sister. I love my family. We are happy!",en-v1,audio/tts/assets/en-v1/lesson-card-2127.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2127.mp3
1,472,2128,english,I Love My Family ❤️,"Mẹo nhớ. Vẽ tranh gia đình và viết ""I love my family!"" bên dưới!",en-v1,audio/tts/assets/en-v1/lesson-card-2128.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2128.mp3
1,473,2129,english,Pets: Dog & Cat,Cute Pets!. Học tên thú cưng bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2129.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2129.mp3
1,473,2130,english,Pets: Dog & Cat,Thú cưng. Dog bằng con chó Cat bằng con mèo Fish bằng con cá Bird bằng con chim,en-v1,audio/tts/assets/en-v1/lesson-card-2130.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2130.mp3
1,473,2131,english,Pets: Dog & Cat,I have a.... I have a dog. It is big. I have a cat. It is small. I have a fish. It is pretty.,en-v1,audio/tts/assets/en-v1/lesson-card-2131.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2131.mp3
1,473,2132,english,Pets: Dog & Cat,"Mẹo nhớ. Nếu nhà có thú cưng, gọi tên nó bằng tiếng Anh!",en-v1,audio/tts/assets/en-v1/lesson-card-2132.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2132.mp3
1,474,2133,english,Farm Animals,On The Farm!. Động vật ở nông trại!,en-v1,audio/tts/assets/en-v1/lesson-card-2133.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2133.mp3
1,474,2134,english,Farm Animals,Động vật nông trại. Cow bằng bò (Moo!) Pig bằng lợn (Oink!) Duck bằng vịt (Quack!) Chicken bằng gà (Cluck!),en-v1,audio/tts/assets/en-v1/lesson-card-2134.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2134.mp3
1,474,2135,english,Farm Animals,"Tiếng kêu. The cow says ""Moo!"" The pig says ""Oink!"" The duck says ""Quack!""",en-v1,audio/tts/assets/en-v1/lesson-card-2135.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2135.mp3
1,474,2136,english,Farm Animals,Mẹo nhớ. Bắt chước tiếng kêu động vật: Moo! Oink! Quack!,en-v1,audio/tts/assets/en-v1/lesson-card-2136.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2136.mp3
1,475,2137,english,Fruits: Apple & Banana,Yummy Fruits!. Học tên trái cây!,en-v1,audio/tts/assets/en-v1/lesson-card-2137.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2137.mp3
1,475,2138,english,Fruits: Apple & Banana,Trái cây. Apple bằng táo Banana bằng chuối Orange bằng cam,en-v1,audio/tts/assets/en-v1/lesson-card-2138.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2138.mp3
1,475,2139,english,Fruits: Apple & Banana,I like.... I like apples. I like bananas. Do you like oranges?,en-v1,audio/tts/assets/en-v1/lesson-card-2139.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2139.mp3
1,475,2140,english,Fruits: Apple & Banana,"Mẹo nhớ. Khi ăn trái cây, nói tên bằng tiếng Anh!",en-v1,audio/tts/assets/en-v1/lesson-card-2140.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2140.mp3
1,476,2141,english,Fruits & Vegetables,More Food!. Thêm trái cây và rau!,en-v1,audio/tts/assets/en-v1/lesson-card-2141.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2141.mp3
1,476,2142,english,Fruits & Vegetables,Trái cây & rau. Mango bằng xoài Grape bằng nho Carrot bằng cà rốt Tomato bằng cà chua,en-v1,audio/tts/assets/en-v1/lesson-card-2142.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2142.mp3
1,476,2143,english,Fruits & Vegetables,At the market. I see mangoes. I see grapes. I see carrots.,en-v1,audio/tts/assets/en-v1/lesson-card-2143.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2143.mp3
1,476,2144,english,Fruits & Vegetables,"Mẹo nhớ. Đi chợ với mẹ, chỉ rau quả và gọi tên tiếng Anh!",en-v1,audio/tts/assets/en-v1/lesson-card-2144.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2144.mp3
1,477,2145,english,Stand Up! Sit Down!,Action Time!. Các lệnh đơn giản trong lớp!,en-v1,audio/tts/assets/en-v1/lesson-card-2145.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2145.mp3
1,477,2146,english,Stand Up! Sit Down!,Classroom commands. Stand up bằng Đứng lên Sit down bằng Ngồi xuống Raise your hand bằng Giơ tay,en-v1,audio/tts/assets/en-v1/lesson-card-2146.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2146.mp3
1,477,2147,english,Stand Up! Sit Down!,"Simon Says. Simon says ""Stand up!"" → Đứng lên! Simon says ""Sit down!"" → Ngồi xuống!",en-v1,audio/tts/assets/en-v1/lesson-card-2147.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2147.mp3
1,477,2148,english,Stand Up! Sit Down!,Mẹo nhớ. Chơi trò Simon Says cùng bố mẹ bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2148.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2148.mp3
1,478,2149,english,Open & Close,Open & Close!. Mở và đóng đồ vật!,en-v1,audio/tts/assets/en-v1/lesson-card-2149.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2149.mp3
1,478,2150,english,Open & Close,Lệnh mở chia đóng. Open bằng Mở Close bằng Đóng Open your book. Mở sách ra. Close your book. Đóng sách lại.,en-v1,audio/tts/assets/en-v1/lesson-card-2150.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2150.mp3
1,478,2151,english,Open & Close,Thực hành. Open the door! Close the window! Open your bag!,en-v1,audio/tts/assets/en-v1/lesson-card-2151.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2151.mp3
1,478,2152,english,Open & Close,"Mẹo nhớ. OPEN bằng mở (chữ O tròn như mở miệng), CLOSE bằng đóng (chữ C cong như đóng lại)",en-v1,audio/tts/assets/en-v1/lesson-card-2152.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2152.mp3
1,479,2153,english,Listen & Speak,Listen & Speak! ️. Lắng nghe và nói!,en-v1,audio/tts/assets/en-v1/lesson-card-2153.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2153.mp3
1,479,2154,english,Listen & Speak,Hành động trong lớp. Listen bằng Lắng nghe Speak bằng Nói ️ Read bằng Đọc Write bằng Viết ️,en-v1,audio/tts/assets/en-v1/lesson-card-2154.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2154.mp3
1,479,2155,english,Listen & Speak,Teacher says.... Listen to me! Speak English! ️ Read the book! Write your name! ️,en-v1,audio/tts/assets/en-v1/lesson-card-2155.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2155.mp3
1,479,2156,english,Listen & Speak,"Mẹo nhớ. Listen bằng tai ( ), Speak bằng miệng ( ️), Read bằng mắt ( ), Write bằng tay ( ️)",en-v1,audio/tts/assets/en-v1/lesson-card-2156.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2156.mp3
1,480,2157,english,Review: My First English!,Review Time!. Ôn lại tất cả những gì đã học!,en-v1,audio/tts/assets/en-v1/lesson-card-2157.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2157.mp3
1,480,2158,english,Review: My First English!,Tổng kết Lớp 1. Bảng chữ cái A-Z Số 1 trừ 10 6 màu sắc Gia đình Động vật & Trái cây Lệnh trong lớp,en-v1,audio/tts/assets/en-v1/lesson-card-2158.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2158.mp3
1,480,2159,english,Review: My First English!,"Quick Quiz. How many letters? → 26 What color is a banana? → Yellow Say ""Hello"" in English → Hello!",en-v1,audio/tts/assets/en-v1/lesson-card-2159.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2159.mp3
1,480,2160,english,Review: My First English!,Mẹo nhớ. Em giỏi lắm! Hát bài ABC và đếm 1 trừ 10 mỗi ngày nhé!,en-v1,audio/tts/assets/en-v1/lesson-card-2160.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2160.mp3
1,20401,52481,english,Colors — Màu sắc,"Giới thiệu: Colors - Màu sắc. Red, blue, green, yellow",en-v1,audio/tts/assets/en-v1/lesson-card-52481.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52481.mp3
1,20401,52482,english,Colors — Màu sắc,Bài giảng: Colors - Màu sắc. Learn basic colors,en-v1,audio/tts/assets/en-v1/lesson-card-52482.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52482.mp3
1,20401,52483,english,Colors — Màu sắc,Ví dụ: Colors - Màu sắc. Point and say the color!,en-v1,audio/tts/assets/en-v1/lesson-card-52483.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52483.mp3
1,20401,52484,english,Colors — Màu sắc,Mẹo nhớ: Colors - Màu sắc. Point and say the color!,en-v1,audio/tts/assets/en-v1/lesson-card-52484.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52484.mp3
1,20402,52485,english,Shapes — Hình dạng,"Giới thiệu: Shapes - Hình dạng. Circle, square, triangle",en-v1,audio/tts/assets/en-v1/lesson-card-52485.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52485.mp3
1,20402,52486,english,Shapes — Hình dạng,Bài giảng: Shapes - Hình dạng. Learn basic shapes,en-v1,audio/tts/assets/en-v1/lesson-card-52486.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52486.mp3
1,20402,52487,english,Shapes — Hình dạng,Ví dụ: Shapes - Hình dạng. Find shapes around you!,en-v1,audio/tts/assets/en-v1/lesson-card-52487.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52487.mp3
1,20402,52488,english,Shapes — Hình dạng,Mẹo nhớ: Shapes - Hình dạng. Find shapes around you!,en-v1,audio/tts/assets/en-v1/lesson-card-52488.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52488.mp3
1,20403,52489,english,My Body,"Giới thiệu: My Body. Head, hands, legs, eyes",en-v1,audio/tts/assets/en-v1/lesson-card-52489.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52489.mp3
1,20403,52490,english,My Body,Bài giảng: My Body. Learn body parts,en-v1,audio/tts/assets/en-v1/lesson-card-52490.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52490.mp3
1,20403,52491,english,My Body,Ví dụ: My Body. Touch and say!,en-v1,audio/tts/assets/en-v1/lesson-card-52491.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52491.mp3
1,20403,52492,english,My Body,Mẹo nhớ: My Body. Touch and say!,en-v1,audio/tts/assets/en-v1/lesson-card-52492.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52492.mp3
